edition_text,name,notice_category,notice_code,notice_deadline,notice_id,notice_specifics,notice_timeline,notice_type,publication_date
The London Gazette,STANRAY INVESTMENTS LIMITED,Corporate Insolvency,2452,,4568127,"Winding-Up Orders,Newham,Lewisham,E20 1HZ,51.542808,-0.009977,SE13 7BD,51.462317,-0.014462,2023-11-10,2024-02-28,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568127,STANRAY INVESTMENTS LIMITED,(Company Number ,04742817,)        ,Registered office: ,3 Bankside Avenue,, ,LONDON,, ,SE13 7BD,In the ,High Court Of Justice,No ,006258, of ,2023,Date of Filing Petition: 10 November 2023,Date of Winding-up Order: 28 February 2024,J,Sullivan,16th Floor,, ,1 Westfield Avenue,, ,LONDON,, ,E20 1HZ,, telephone: ,0300 678 0016,Capacity of office holder(s): ,Liquidator,28 February 2024","Notice timeline for STANRAY INVESTMENTS LIMITED (04742817),4525214 ,Petitions to Wind Up (Companies),05/01/2024,Winding-Up Orders,06/03/2024",Winding-Up Orders,"6 March 2024, 8:30"
The London Gazette,L'ESCARGOTIERE (A22) LTD,Corporate Insolvency,2452,,4568129,"Winding-Up Orders,Ribble Valley,Newham,E20 1HZ,51.542808,-0.009977,PR3 3XL,53.815326,-2.537895,2023-11-16,2024-02-28,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568129,L'ESCARGOTIERE (A22) LTD,(Company Number ,14068356,)        ,Registered office: ,Management Suite,, ,Boadicea Park,, ,Ribchester,, ,PRESTON,, ,PR3 3XL,In the ,High Court Of Justice,No ,006324, of ,2023,Date of Filing Petition: 16 November 2023,Date of Winding-up Order: 28 February 2024,J,Sullivan,16th Floor,, ,1 Westfield Avenue,, ,LONDON,, ,E20 1HZ,, telephone: ,0300 678 0016,Capacity of office holder(s): ,Liquidator,28 February 2024","Notice timeline for L'ESCARGOTIERE (A22) LTD (14068356),4515768 ,Petitions to Wind Up (Companies),19/12/2023,Winding-Up Orders,06/03/2024",Winding-Up Orders,"6 March 2024, 8:30"
The London Gazette,CAERUS:UK LIMITED,Corporate Insolvency,2452,,4568128,"Winding-Up Orders,Newcastle upon Tyne,Stockton-on-Tees,NE1 8QF,54.978434,-1.611011,TS23 1PY,54.592392,-1.260994,2023-11-28,2024-02-28,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568128,CAERUS:UK LIMITED,(Company Number ,11033969,)        ,Registered office: ,399 THE CUBE,, ,Haverton Hill Road,, ,BILLINGHAM,, ,TS23 1PY,In the ,High Court Of Justice,No ,006628, of ,2023,Date of Filing Petition: 28 November 2023,Date of Winding-up Order: 28 February 2024,A,Cassidy,The Civic Centre,, ,Barras Bridge,, ,NEWCASTLE UPON TYNE,, ,NE1 8QF,, telephone: ,0300 678 0016,Capacity of office holder(s): ,Liquidator,28 February 2024","Notice timeline for CAERUS:UK LIMITED (11033969),4516770 ,Petitions to Wind Up (Companies),20/12/2023,Winding-Up Orders,06/03/2024",Winding-Up Orders,"6 March 2024, 8:30"
The London Gazette,GORDON HOTELS LIMITED,Corporate Insolvency,2410,,4569817,"Appointment of Administrators,Southwark,City and County of the City of London,Bournemouth, Christchurch and Poole,BH1 3DL,50.719555,-1.865268,EC4Y 0DB,51.511835,-0.108191,SE1 9SG,51.504963,-0.087625,2024-03-04,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569817,In the ,In the High Court of Justice, Business and Property Courts of England and Wales, Insolvency         and Companies List (ChD) ,Court Number: ,CR-2024-001293,GORDON HOTELS LIMITED,(Company Number ,05652146,)        ,Trading Name: ,The Queens Hotel & Spa ,Registered office: ,Temple Chambers, 3-7 Temple Avenue, London, EC4Y 0DB ,Principal trading address: ,The Queens Hotel & Spa, Meyrick Road, East Cliff, Bournemouth, BH1 3DL ,Date of Appointment: ,4 March 2024,Names and Address of Administrators: ,Philip,Joseph,Dakin, (IP No. ,16490,) and ,Janet,Burt, (IP No. ,17330,) both of ,Kroll Advisory Ltd,, ,The Shard, 32 London Bridge Street, London, SE1 9SG,Further details contact: Emily Hewitson, Tel: ,+44 (0) 207 089 4700, or Email: GordonHotels@Kroll.com        ,Ag OJ120341","Notice timeline for GORDON HOTELS LIMITED (05652146),Appointment of Administrators,06/03/2024",Appointment of Administrators,"6 March 2024, 2:20"
The London Gazette,INVESTMARK GROUP LIMITED,Corporate Insolvency,2452,,4568126,"Winding-Up Orders,Newham,Barnet,E20 1HZ,51.542808,-0.009977,NW11 0HB,51.58076,-0.202337,2023-05-24,2024-02-28,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568126,INVESTMARK GROUP LIMITED,(Company Number ,12107518,)        ,Registered office: ,30 Leeside Crescent,, ,Golders Green,, ,LONDON,, ,NW11 0HB,In the ,High Court Of Justice,No ,002749, of ,2023,Date of Filing Petition: 24 May 2023,Date of Winding-up Order: 28 February 2024,J,Sullivan,16th Floor,, ,1 Westfield Avenue,, ,LONDON,, ,E20 1HZ,, telephone: ,0300 678 0016,Capacity of office holder(s): ,Liquidator,28 February 2024","Notice timeline for INVESTMARK GROUP LIMITED (12107518),4383741 ,Petitions to Wind Up (Companies),23/06/2023,Winding-Up Orders,06/03/2024",Winding-Up Orders,"6 March 2024, 8:30"
The                     London Gazette,WHITELAKE INVESTMENTS LIMITED,Corporate Insolvency,2450,,4570343,"Petitions to Wind Up (Companies),Bexley,City and County of the City of London,Sevenoaks,DA16 3AX,51.464192,0.099875,DA3 7AA,51.387832,0.302332,DA6 8DG,51.457786,0.135367,EC4A 1NL,51.515771,-0.110291,Insolvency Act 1986,2024-01-16,2024-03-06,2024-03-19,2024-03-20,TSO (The Stationery Office), customer.services@thegazette.co.uk,2450,4570343,In the ,High Court of Justice,CR-2024-000177,In the matter of ,WHITELAKE INVESTMENTS LIMITED,Trading As: ,WHITELAKE INVESTMENTS LIMITED,,        ,and in the Matter of the ,Insolvency Act 1986,,        ,A Petition to wind up the above-named company of WHITELAKE INVESTMENTS LIMITED (,04657724,) of ,281 Broadway,, ,Bexleyheath,DA6 8DG,, whose nature of business is ,Letting and operating of own or leased real estate,, presented on ,Tuesday 16 January 2024, at 16:00, by ,MR STEVEN CONNON,, of ,22 Old Downs,, ,Hartley,, ,Longfield,DA3 7AA, claiming to be a ,Creditor, of the Company, will be heard at the ,HIGH COURT OF JUSTICE ,, ,Rolls Building,, ,Fetter Lane,, ,London,EC4A 1NL, on ,Wednesday 20 March 2024, at 10:30, (or as soon thereafter as the Petition can be heard).        ,Any person intending to appear on the hearing of the Petition (whether to support       or oppose it) must give notice of intention to do so to the Petitioners or to their       Solicitor in accordance with Rule 7.14 by ,16:00 hours on Tuesday 19 March 2024,The Petitioner's ,Solicitor, is ,Mrs M Peries,, ,HADFIELD BULL & BULL,, ,1 Central Avenue,, ,Welling,DA16 3AX,,, Telephone: ,0208 3010808,, Email: ,mperies@hbbsolicitors.co.uk, (Reference number: ,MTH/MP/37690.),Wednesday 06 March 2024","Notice timeline for WHITELAKE INVESTMENTS LIMITED (04657724),Petitions to Wind Up (Companies),06/03/2024",Petitions to Wind Up (Companies),6 March 2024
The London Gazette,B SHORE CONSULTING LIMITED,Corporate Insolvency,2432,,4569855,"Appointment of Liquidators,Winchester,PO15 7FP,50.880103,-1.23946,2024-02-22,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569855,Name of Company: ,B SHORE CONSULTING LIMITED,Company Number: ,09765524,Nature of Business: ,Financial intermediation not elsewhere classified ,Registered office: ,Mazars Llp, 5th Floor, Merck House, Seldown Lane, Poole, Dorset BH15 1YW,Type of Liquidation: ,Members,Date of Appointment: ,22 February 2024,Matthew,Fox, (IP No. ,9325,) of ,Beacon LIP Limited,, ,BizSpace, Steel House, 4300 Parkway, Solent Business Park, Whiteley, Fareham, Hampshire         PO15 7FP,By whom Appointed: ,Members,Ag OJ120235","Notice timeline for B SHORE CONSULTING LIMITED (09765524),4569827 ,Resolutions for Winding-up,06/03/2024,4569913 ,Notices to Creditors,06/03/2024,Appointment of Liquidators,06/03/2024",Appointment of Liquidators,"6 March 2024, 2:10"
The London Gazette,L.B PURKINS TRANSPORT LTD,Corporate Insolvency,2443,,4569969,"Appointment of Liquidators,Newcastle upon Tyne,NE3 3LS,55.010038,-1.622152,NE5 3XX,55.001016,-1.668526,2024-02-29,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569969,Name of Company: ,L.B PURKINS TRANSPORT LTD,Company Number: ,11176966,Nature of Business: ,Freight transport by road,Registered office: ,5 Rawlston Way, Newcastle Upon Tyne, NE5 3XX in the process of being changed to Suite         5, 2nd Floor, Bulman House, Regent Centre, Gosforth, Newcastle-upon-Tyne NE3 3LS,Type of Liquidation: ,Creditors,Date of Appointment: ,29 February 2024,Liquidator's name and address: ,Allan,Kelly, (IP No. ,9156,) and ,Steven,Philip,Ross, (IP No. ,9503,) both of ,FRP Advisory Trading Limited,, ,Suite 5, 2nd Floor, Bulman House, Regent Centre, Newcastle Upon Tyne, NE3 3LS,By whom Appointed: ,Members and Creditors,Ag OJ120222","Notice timeline for L.B PURKINS TRANSPORT LTD (11176966),4569887 ,Resolutions for Winding-up,06/03/2024,Appointment of Liquidators,06/03/2024",Appointment of Liquidators,"6 March 2024, 1:40"
The London Gazette,LONDON WHARF LIMITED,Corporate Insolvency,2433,,4569880,"Notices to Creditors,Hertsmere,Ealing,UB6 0FX,51.555193,-0.338425,WD6 1QQ,51.658324,-0.261786,the Insolvency (England and Wales) Rules 2016,2024-03-01,2024-03-04,2024-03-05,2024-03-06,2024-03-27,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569880,LONDON WHARF LIMITED,(Company Number ,02777156,)        ,Registered office: ,325-327 Oldfield Lane North, Greenford, UB6 0FX,Principal trading address: ,325-327 Oldfield Lane North, Greenford, UB6 0FX,Notice is hereby given that the Creditors of the above named company are required,       on or before ,27 March 2024, to prove their debts by delivering their proofs (in the format specified in ,Rule 14.4 ,of the Insolvency (England and Wales) Rules 2016), to Avner Radomsky of RG Insolvency, Devonshire House, Manor Way, Borehamwood, Hertfordshire,       WD6 1QQ, the Joint Liquidator of the Company, and, if so required by notice from the       Joint Liquidators, creditors must produce any document or other evidence which the       Joint Liquidators consider is necessary to substantiate the whole or any part of a       claim, or in default thereof they will be excluded from the benefit of any distribution       made before such debts are proved.        ,Note: The Directors of the Company have made a declaration of solvency and it is expected       that all creditors will be paid in full.        ,Date of Appointment: ,1 March 2024,Office Holder Details: ,Avner,Radomsky, (IP No. ,12290,) and ,Michael,Goldstein, (IP No. ,12532,) both of ,RG Insolvency,, ,Devonshire House, Manor Way, Borehamwood, Hertfordshire, WD6 1QQ,Further details contact: Joint Liquidators, Tel: ,020 3603 7871., Alternative contact: Nikol Sevcikova.        ,Avner,Radomsky,, , Joint Liquidator,4 March 2024,Ag OJ120288","Notice timeline for LONDON WHARF LIMITED (02777156),4569834 ,Resolutions for Winding-up,06/03/2024,4569852 ,Appointment of Liquidators,06/03/2024,Notices to Creditors,06/03/2024",Notices to Creditors,"6 March 2024, 1:40"
The London Gazette,BENOTICED SIGNS LTD,Corporate Insolvency,2441,,4569942,"Resolutions for Winding-up,Burnley,BB12 6HH,53.78879,-2.284787,2024-03-01,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569942,BENOTICED SIGNS LTD,(Company Number ,12564036,)        ,Registered office: ,Empire Way Buisness Park, Liverpool Road, Burnley, BB12 6HH,Principal trading address: ,N/A,At a General Meeting of the above named Company duly convened and held at ,Suite 101, Empire Way Business Park, Liverpool Road, Burnley, Lancashire BB12 6HH, on ,1 March 2024,, the following Resolutions were duly passed as a Special and an Ordinary Resolution,       respectively:        ,“That it has been resolved by Special Resolution that the Company be wound up voluntarily       and that ,Jonathan,Mark,Taylor, (IP No. ,10570,) of ,T H Financial Recovery,, ,Suite 101 & 102, Empire Way Business Park, Liverpool Road, Burnley, BB12 6HH, be appointed Liquidator of the company for the purposes of the winding-up.”        ,Further details contact: The Liquidator, Tel: ,01282 332222,Moshe,Leitner,, , Director,5 March 2024,Ag OJ120315","Notice timeline for BENOTICED SIGNS LTD (12564036),4564633 ,Meetings of Creditors,29/02/2024,4569955 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 1:30"
The London Gazette,Anthony  Lacey,Personal Legal,2903,"
                                       ",4566349,"Deceased Estates,Huntingdonshire,PE27 5QG,52.328815,-0.069304,PE29 3BD,52.330105,-0.187072,Trustee Act 1925,Trustee Act 1925, s. 27,2022-07-28,2024-02-29,2024-03-06,2024-05-07,TSO (The Stationery Office), customer.services@thegazette.co.uk,4566349,Anthony Lacey,Details of the deceased,Surname:,Lacey,First name:,Anthony ,Date of death:,28 July 2022,Claims Date:,7 May 2024,Last address of the deceased,Person Address Details,26 Fairfields         St Ives        Cambridgeshire, PE27 5QG         ,Details of the Executor/Administrator,Executor/Administrator:,Leeds Day LLP, Godwin House, George Street, Huntingdon, Cambridgeshire, PE29 3BD (Clare        Lacey.)         ,Legal information,Notice is hereby given pursuant to section 27 (Deceased Estates) of the Trustee Act         1925, that any person having a claim against or an interest in the estate of any of         the deceased persons whose names and addresses are set out above is hereby required         to send particulars in writing of his claim or interest to the person or persons whose         names and addresses are set out above, and to send such particulars before the date         specified in relation to that deceased person displayed above, after which date the         personal representatives will distribute the estate among the persons entitled thereto         having regard only to the claims and interests of which they have had notice and will         not, as respects the property so distributed, be liable to any person of whose claim         they shall not then have had notice.       ",,Deceased Estates,"6 March 2024, 1:30"
The London Gazette,INSPIRAGE UK LIMITED,Corporate Insolvency,2431,,4569839,"Resolutions for Winding-up,City and County of the City of London,EC3M 3BD,51.51136,-0.08227,EC4A 3AG,51.516716,-0.106951,2024-02-27,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569839,INSPIRAGE UK LIMITED,(Company Number ,08298486,)        ,Previous Name of Company: ,Inspirage Limited,Registered office: ,30 Fenchurch Street, London, EC3M 3BD,Principal trading address: ,30 Fenchurch Street, London, EC3M 3BD,The following written resolutions were duly passed by the members of the company on       ,27 February 2024, as special and ordinary resolutions:        ,""That the Company be wound up voluntarily and that ,James,Varney, (IP No. ,27950,) and ,Simon,James,Bonney, (IP No. ,9379,) both of ,Quantuma Advisory Limited,, ,20 St. Andrew Street, London, EC4A 3AG, be appointed Joint Liquidators of the Company and that they be authorised to act       jointly and severally.""        ,For further details contact: Selina Rai, Email: ,selina.rai@quantuma.com,, Tel: 020 3856 6720.        ,Derek,Simpson,, , Director,27 February 2024,Ag OJ120317","Notice timeline for INSPIRAGE UK LIMITED (08298486),4569868 ,Appointment of Liquidators,06/03/2024,4569904 ,Notices to Creditors,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 1:30"
The London Gazette,LAMPETER SHOOTING SPORTS LTD,Corporate Insolvency,2442,,4569993,"Meetings of Creditors,Burnley,Sir Ceredigion - Ceredigion,BB12 8BS,53.800375,-2.313592,SA48 7DT,52.113128,-4.078284,the Insolvency (England and Wales) Rules 2016,2024-03-01,2024-03-05,2024-03-06,2024-03-14,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569993,LAMPETER SHOOTING SPORTS LTD,(Company Number ,12172093,)        ,Registered office: ,Unit 1 Five Courts, Harford Square, Lampeter, Ceredigion, SA48 7DT,Principal trading address: ,Unit 1 Former Five Courts, Harford Square, Lampeter, Ceredigion, SA48 7DT,Notice is hereby given, pursuant to ,Rule 15.13, of the ,Insolvency (England and Wales) Rules 2016 ,, that the Director of the above-named Company (the 'convener') is seeking a decision       from creditors on the nomination of a Liquidator by way of a virtual meeting. A resolution       to wind up the Company is to be considered on 14 March 2024.        ,The meeting will be held as a virtual meeting by telephone conference on ,14 March 2024, at ,4.00 pm. Details of how to access the virtual meeting are included in the notice delivered       to creditors. If any creditor has not received this notice or requires further information       please contact the nominated liquidator using the details below.        ,Natalie Hughes of Simply Corporate Limited, The Town Hall, Burnley Road, Padiham,       BB12 8BS will provide reasonable information to creditors during business hours on       the two business days prior to the meeting date upon receipt of requests for such       information.        ,A creditor may appoint a person as a proxy-holder to act as their representative and       to speak, vote, abstain or propose resolutions at the meeting. A proxy for a specific       meeting must be delivered to the chair before the meeting. Proxies may be delivered       to Simply Corporate Limited, The Town Hall, Burnley Road, Padiham, BB12 8BS.        ,In order to be counted a creditor's vote must be accompanied by a proof in respect       of the creditor's claim (unless it has already been given). A vote will be disregarded       if a creditor's proof in respect of their claim is not received by 4pm on the business       day before the meeting date (unless the chair of the meeting is content to accept       the proof later). Proofs may be delivered to Simply Corporate Limited, The Town Hall,       Burnley Road, Padiham, BB12 8BS or emailed to: info@simplycorporate.co.uk        ,Name and address of nominated Liquidator: ,Natalie,Hughes, (IP No. ,14336,) of ,Simply Corporate Limited,, ,The Town Hall, Burnley Road, Padiham, BB12 8BS,Further details contact: Natalie Hughes, Tel: 01282 222420, Email: ,info@simplycorporate.co.uk,. Alternative contact: Catherine Unsworth.        ,Jason,Edward,Blair Davies,, , Director,1 March 2024,Ag OJ120252","Notice timeline for LAMPETER SHOOTING SPORTS LTD (12172093),Meetings of Creditors,06/03/2024",Meetings of Creditors,"6 March 2024, 1:20"
The London Gazette,HUXT LTD,Corporate Insolvency,2441,,4569958,"Resolutions for Winding-up,Leeds,City of Kingston upon Hull,HU3 4XT,53.731768,-0.375522,LS1 5HD,53.797928,-1.54673,2024-02-27,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569958,HUXT LTD,(Company Number ,06399149,)        ,Registered office: ,Curently is Liverpool Street, Kingston Upon Hull, East Riding of Yorkshire HU3 4XT         and will be changed to 9th Floor, 7 Park Row, Leeds LS1 5HD,Principal trading address: ,Liverpool Street, Kingston Upon Hull, East Riding of Yorkshire HU3 4XT,Notice is hereby given that the following resolutions were passed on ,27 February 2024, as a special resolution and as ordinary resolutions respectively:        ,""That the Company be and is hereby wound up voluntarily and that ,Phil,Deyes, (IP No. ,9089,) and ,Sean,Williams, (IP No. ,11270,) both of ,Leonard Curtis,, ,9th Floor, 7 Park Row, Leeds, LS1 5HD, be and are hereby appointed Joint Liquidators of the Company for the purposes of       the winding up of the Company and that any act required or authorised under any enactment       to be done by the Joint Liquidators may be done by all or any one or more of the persons       for the time being holding such office.""        ,Further details contact: The Joint Liquidators, Tel: ,0113 323 8890,. Alternative contact: Amelia Blythe        ,Adam,Canty,, , Director,27 February 2024,Ag OJ120203","Notice timeline for HUXT LTD (06399149),4569931 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 1:20"
The London Gazette,HR DEVELOPMENT SERVICES LIMITED,Corporate Insolvency,2432,,4569865,"Appointment of Liquidators,Trafford,WA14 4RW,53.397888,-2.353017,WA15 9SQ,53.376806,-2.34516,2024-02-28,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569865,Name of Company: ,HR DEVELOPMENT SERVICES LIMITED,Company Number: ,13390422,Nature of Business: ,Organisational Development Consultant,Registered office: ,Mansion House, Manchester Road, Altrincham, Cheshire, WA14 4RW,Type of Liquidation: ,Members,Date of Appointment: ,28 February 2024,Darren,Brookes, (IP No. ,9297,) of ,Milner Boardman & Partners,, ,187a Ashley Road, Hale, Cheshire, WA15 9SQ,By whom Appointed: ,Members,Ag OJ120212","Notice timeline for HR DEVELOPMENT SERVICES LIMITED (13390422),4569822 ,Resolutions for Winding-up,06/03/2024,4569897 ,Notices to Creditors,06/03/2024,Appointment of Liquidators,06/03/2024",Appointment of Liquidators,"6 March 2024, 1:20"
The London Gazette,CAUSON CONSTRUCTION LIMITED,Corporate Insolvency,2441,,4569885,"Resolutions for Winding-up,Bromley,Folkestone and Hythe,TN14 7QU,51.334435,0.074503,TN28 8LH,50.984142,0.951896,2024-03-01,2024-03-04,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569885,CAUSON CONSTRUCTION LIMITED,(Company Number ,09824885,)        ,Registered office: ,10 Hazelwood Road, Cudham, Sevenoaks, TN14 7QU,Principal trading address: ,10 Hazelwood Road, Cudham, Sevenoaks, TN14 7QU,At a General Meeting of the above named Company, duly convened, and held at ,10 Hazelwood Road, Cudham, Sevenoaks, TN14 7QU, on ,1 March 2024,, the following resolutions were passed, as a Special Resolution and as an Ordinary       Resolution respectively:        ,“That it has been proved to the satisfaction of this meeting that the Company cannot,       by reason of its liabilities, continue its business and that it is advisable to wind       up the same, and accordingly that the Company be wound up voluntarily and that ,Ian,Douglas,Yerrill, (IP No. ,8924,) of ,Yerrill Murphy,, ,Office 3, Romney Marsh Business Hub, Mountfield Road, New Romney, TN28 8LH, be and is hereby appointed Liquidator for the purposes of such winding up.”        ,For further details contact: Ian Yerrill, Email: ,mail@yerrillmurphy.co.uk,Lee,Causon,, , Chair,4 March 2024,Ag OJ120188","Notice timeline for CAUSON CONSTRUCTION LIMITED (09824885),4569959 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 1:20"
The London Gazette,TURNING WORLD LIMITED,Corporate Insolvency,2431,,4569824,"Resolutions for Winding-up,Bexley,Bromley,BR6 0JA,51.374803,0.097332,DA15 7BY,51.432169,0.102822,2024-02-12,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4569824,TURNING WORLD LIMITED,(Company Number ,05162428,)        ,Registered office: ,Numeric House, Station Road, Sidcup, DA15 7BY to be changed to Centre Block, 4th Floor         Central Court, Knoll Rise, Orpington, BR6 0JA,Principal trading address: ,Numeric House, Station Road, Sidcup, DA15 7BY,At a General Meeting of the above named Company duly convened and held at ? on ,12 February 2024, the following resolutions were passed as a Special Resolution and an Ordinary Resolution       respectively:        ,""That the Company be wound up voluntarily and that ,Nedim,Ailyan, (IP No. ,9072,) and ,Ben,Stanyon, (IP No. ,25710,) both of ,FRP Advisory Trading Limited,, ,4th Floor, Centre Block, Central Court, Knoll Rise, Orpington, Kent, BR6 0JA, be and are hereby appointed Joint Liquidators for the purpose of voluntary winding       up.""        ,Further details contact: The Joint Liquidators, Tel: 0208 302 4344. Alternative contact:       Nicola Elsworth.        ,Nedim,Ailyan,, , Joint Liquidator,12 February 2024,Ag OJ120223","Notice timeline for TURNING WORLD LIMITED (05162428),4569859 ,Appointment of Liquidators,06/03/2024,4569926 ,Notices to Creditors,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 1:20"
The London Gazette,Owen Lavin,Personal Legal,2903,"
                                       ",4565381,"Deceased Estates,Stockport,Manchester,M21 7SS,53.436227,-2.261319,SK4 4DT,53.4163,-2.189548,Trustee Act 1925,Trustee Act 1925, s. 27,2023-11-22,2024-02-29,2024-03-06,2024-05-07,TSO (The Stationery Office), customer.services@thegazette.co.uk,4565381,Owen Lavin,Details of the deceased,Surname:,Lavin,First name:,Owen,Date of death:,22 November 2023,Claims Date:,7 May 2024,Last address of the deceased,Person Address Details,35 Weller Avenue         Chorlton        Manchester, M21 7SS         ,Details of the Executor/Administrator,Executor/Administrator:,BJ McKenna and Co Solicitors LLP, 4 Moorside Road         Heaton Moor         Stockport         SK4 4DT         ,Legal information,Notice is hereby given pursuant to section 27 (Deceased Estates) of the Trustee Act         1925, that any person having a claim against or an interest in the estate of any of         the deceased persons whose names and addresses are set out above is hereby required         to send particulars in writing of his claim or interest to the person or persons whose         names and addresses are set out above, and to send such particulars before the date         specified in relation to that deceased person displayed above, after which date the         personal representatives will distribute the estate among the persons entitled thereto         having regard only to the claims and interests of which they have had notice and will         not, as respects the property so distributed, be liable to any person of whose claim         they shall not then have had notice.       ",,Deceased Estates,"6 March 2024, 1:20"
The London Gazette,John Versey,Personal Legal,2903,"
                                       ",4563336,"Deceased Estates,Test Valley,SO16 0AQ,50.948558,-1.477328,SO51 8GE,50.988472,-1.496953,Trustee Act 1925,Trustee Act 1925, s. 27,2023-10-03,2024-02-27,2024-03-06,2024-05-07,TSO (The Stationery Office), customer.services@thegazette.co.uk,4563336,John Versey,Details of the deceased,Surname:,Versey,First name:,John,Date of death:,03 October 2023,Claims Date:,7 May 2024,Last address of the deceased,Person Address Details,40 Paget House        Grove Place        Upton        Lane        Nursling        Southampton        Hampshire, SO16 0AQ         ,Details of the Executor/Administrator,Executor/Administrator:,Parker Bullen LLP, 37 The Hundred, Romsey, Hampshire, SO51 8GE,Legal information,Notice is hereby given pursuant to section 27 (Deceased Estates) of the Trustee Act         1925, that any person having a claim against or an interest in the estate of any of         the deceased persons whose names and addresses are set out above is hereby required         to send particulars in writing of his claim or interest to the person or persons whose         names and addresses are set out above, and to send such particulars before the date         specified in relation to that deceased person displayed above, after which date the         personal representatives will distribute the estate among the persons entitled thereto         having regard only to the claims and interests of which they have had notice and will         not, as respects the property so distributed, be liable to any person of whose claim         they shall not then have had notice.       ",,Deceased Estates,"6 March 2024, 1:20"
The London Gazette,Patricia Thompson,Personal Legal,2903,"
                                       ",4567730,"Deceased Estates,North Norfolk,Enfield,EN2 7JA,51.653412,-0.092037,NR27 0FD,52.920346,1.298619,Trustee Act 1925,Trustee Act 1925, s. 27,2024-01-09,2024-03-01,2024-03-06,2024-05-07,TSO (The Stationery Office), customer.services@thegazette.co.uk,4567730,Patricia Lesley Thompson,Details of the deceased,Surname:,Thompson,First name:,Patricia,Middle name(s):,Lesley,Date of death:,09 January 2024,Claims Date:,7 May 2024,Last address of the deceased,Person Address Details,5 Randall Crescent, Cromer, Norfolk, NR27 0FD,Details of the Executor/Administrator,Executor/Administrator:,Vanderpump & Sykes LLP, Lough Point, 2 Gladbeck Way, Enfield, EN2 7JA (Emily Howley.),Legal information,Notice is hereby given pursuant to section 27 (Deceased Estates) of the Trustee Act         1925, that any person having a claim against or an interest in the estate of any of         the deceased persons whose names and addresses are set out above is hereby required         to send particulars in writing of his claim or interest to the person or persons whose         names and addresses are set out above, and to send such particulars before the date         specified in relation to that deceased person displayed above, after which date the         personal representatives will distribute the estate among the persons entitled thereto         having regard only to the claims and interests of which they have had notice and will         not, as respects the property so distributed, be liable to any person of whose claim         they shall not then have had notice.       ",,Deceased Estates,"6 March 2024, 1:20"
